Entry	Mass	Gene Names (ordered locus)	Subunit structure	Subcellular location [CC]
P0AEC8	60551	b4125 JW4086	SUBUNIT: Homodimer (Probable). Interacts with DctA and DcuB (PubMed:27318186). DctA/DcuS and DcuB/DcuS complexes are present both in the absence or presence of fumarate (PubMed:27318186). {ECO:0000269|PubMed:27318186, ECO:0000305|PubMed:18701447, ECO:0000305|PubMed:18820688}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:12167640, ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000255}.
P0AED7	41269	b2472 JW2456	SUBUNIT: Homodimer. {ECO:0000269|PubMed:3276674}.	
P0AEE3	37581	b3235 JW3204	SUBUNIT: Homotrimer. {ECO:0000269|PubMed:12679035, ECO:0000269|PubMed:15137941, ECO:0000269|PubMed:15225661, ECO:0000269|PubMed:17938245, ECO:0000269|PubMed:17981123, ECO:0000269|PubMed:19836340, ECO:0000269|PubMed:20739286}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305|PubMed:11442831}; Single-pass membrane protein {ECO:0000305|PubMed:11442831}. Note=It is unclear how this protein is anchored to the inner membrane, programs predict a signal sequence, but replacing the N-terminal 26 residues with a known signal sequence gives a protein unable to fully complement a disruption mutant. {ECO:0000269|PubMed:11442831}.
P0AEE5	35713	b2150 JW2137	SUBUNIT: The ABC transporter complex is composed of one ATP-binding protein (MglA), two transmembrane proteins (MglC) and a solute-binding protein (MglB). {ECO:0000305|PubMed:1719366}.	SUBCELLULAR LOCATION: Periplasm.
P0AEE8	32100	b3387 JW3350		
P0AEG4	23105	b3860 JW3832		SUBCELLULAR LOCATION: Periplasm.
P0AEG6	25622	b2893 JW2861	SUBUNIT: Homodimer.	SUBCELLULAR LOCATION: Periplasm {ECO:0000269|PubMed:8168498}.
P0AEH1	49071	b0176 JW0171	SUBUNIT: Interacts with RseA; the third transmembrane domain can be cross-linked to the transmembrane domain of RseA. {ECO:0000269|PubMed:14633997, ECO:0000269|PubMed:18268014}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:11689431, ECO:0000269|PubMed:11750129, ECO:0000269|PubMed:11867724, ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:11689431, ECO:0000269|PubMed:11750129, ECO:0000269|PubMed:11867724, ECO:0000269|PubMed:15919996}.
P0AEI1	53663	b0661 JW0658	SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_01864, ECO:0000269|PubMed:11882645}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01864}.
P0AEJ2	42932	b0593 JW0585	SUBUNIT: Monomer. Forms a specific pairwise interaction with EntB; this interaction likely facilitates substrate channeling to connect the EntB and EntC active sites (PubMed:35952947). {ECO:0000269|PubMed:20079748, ECO:0000269|PubMed:2139795, ECO:0000269|PubMed:35952947}.	
P0AEJ4	50334	b3404 JW3367	SUBUNIT: Homodimer (PubMed:10426948, PubMed:15357641, PubMed:9817206, PubMed:28256224, PubMed:29953503, PubMed:27999439). Interacts with MzrA (PubMed:19432797, PubMed:20889743, PubMed:29953503). {ECO:0000269|PubMed:10426948, ECO:0000269|PubMed:15357641, ECO:0000269|PubMed:19432797, ECO:0000269|PubMed:20889743, ECO:0000269|PubMed:27999439, ECO:0000269|PubMed:28256224, ECO:0000269|PubMed:29953503, ECO:0000269|PubMed:9817206}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:1323560, ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:2824492}; Multi-pass membrane protein {ECO:0000305|PubMed:1323560, ECO:0000305|PubMed:15919996, ECO:0000305|PubMed:2824492}.
P0AEJ6	49403	b2441 JW2434	SUBUNIT: The basic unit is a heterodimer which dimerizes to form tetramers (PubMed:20519496, PubMed:21142024, PubMed:29797764, PubMed:19762342). The heterotetramers trimerize; 6 large subunits form a core ring with 6 small subunits projecting outwards (Probable). {ECO:0000269|PubMed:19762342, ECO:0000269|PubMed:20519496, ECO:0000269|PubMed:21142024, ECO:0000269|PubMed:29797764, ECO:0000305|PubMed:20519496}.	SUBCELLULAR LOCATION: Bacterial microcompartment {ECO:0000255|HAMAP-Rule:MF_00861}.
P0AEK2	25560	b1093 JW1079	SUBUNIT: Homotetramer. {ECO:0000269|PubMed:11669613, ECO:0000269|PubMed:15016358}.	
P0AEK4	27864	b1288 JW1281	SUBUNIT: Homotetramer. {ECO:0000269|PubMed:10201369, ECO:0000269|PubMed:10398587, ECO:0000269|PubMed:10493822, ECO:0000269|PubMed:10595560, ECO:0000269|PubMed:11514139, ECO:0000269|PubMed:12109908, ECO:0000269|PubMed:12699381, ECO:0000269|PubMed:8953047}.	
P0AEK7	25368	b1476 JW1472	SUBUNIT: Trimer of heterotrimers, consisting of subunits alpha, beta and gamma. {ECO:0000269|PubMed:11884747}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:11884747}; Multi-pass membrane protein {ECO:0000269|PubMed:11884747}.
P0AEL0	24606	b3892 JW3863	SUBUNIT: Formate dehydrogenase is a membrane-bound complex, formed by subunits alpha, beta and gamma.	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P0AEM0	16081	b0028 JW0026		
P0AEM6	27521	b1922 JW1907		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00962}.
P0AEM9	29039	b1920 JW1905	SUBUNIT: The complex is composed of two ATP-binding proteins (TcyN), two transmembrane proteins (TcyL) and a solute-binding protein (TcyJ). {ECO:0000305|PubMed:25837721, ECO:0000305|PubMed:26350134}.	SUBCELLULAR LOCATION: Periplasm {ECO:0000305|PubMed:20351115}.
P0AEN1	26242	b3844 JW3820	SUBUNIT: Monomer. {ECO:0000269|PubMed:1601132}.	
P0AEN4	13627	b0083 JW0081	SUBUNIT: Part of a complex composed of FtsB, FtsL and FtsQ. The complex can be formed before its localization to the division site. This tripartite complex can be divided further into a subcomplex of FtsB and FtsL, which forms in the absence of FtsQ. Interacts also with FtsI, FtsN and YmgF. Homodimer in vitro. May form multimers. {ECO:0000255|HAMAP-Rule:MF_00910, ECO:0000269|PubMed:10613870, ECO:0000269|PubMed:15165235, ECO:0000269|PubMed:15774864, ECO:0000269|PubMed:19233928, ECO:0000269|PubMed:20363951}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_00910, ECO:0000269|PubMed:10027987, ECO:0000269|PubMed:11703663, ECO:0000269|PubMed:11948172, ECO:0000269|PubMed:1332942, ECO:0000269|PubMed:15165235}; Single-pass type II membrane protein {ECO:0000255|HAMAP-Rule:MF_00910, ECO:0000269|PubMed:10027987, ECO:0000269|PubMed:11703663, ECO:0000269|PubMed:11948172, ECO:0000269|PubMed:1332942, ECO:0000269|PubMed:15165235}. Note=Localizes to the division septum where it forms a ring structure. Localization requires FtsZ, FtsA, ZipA, FtsK, FtsQ and FtsB, but not FtsI and FtsN. Localization of FtsB and FtsL is codependent.
P0AEN8	15473	b2804 JW2775	SUBUNIT: Homodecamer. {ECO:0000269|PubMed:12738765, ECO:0000269|PubMed:19524593}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P0AEP3	32942	b1236 JW1224	SUBUNIT: Homotetramer or homopentamer. {ECO:0000269|PubMed:8169209}.	
P0AEP7	64732	b0507 JW0495	SUBUNIT: Homotetramer.	
P0AEP9	53812	b2979 JW2946	SUBUNIT: The glycolate oxidase likely consists of three subunits, GlcD, GlcE and GlcF. {ECO:0000269|PubMed:8606183}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:2689218}. Note=Glycolate oxidoreductase activity was shown to be firmly associated with the cytoplasmic membranes. {ECO:0000269|PubMed:2689218}.
P0AER0	29780	b3927 JW3898	SUBUNIT: Homotetramer (PubMed:11039922, PubMed:11226336). Exists in multiple oligomeric states (PubMed:11226336). Is predominantly disassociated in the less dense fractions (PubMed:11226336). Tetramers are stabilized while in the membrane and during affinity purification (PubMed:11226336). {ECO:0000269|PubMed:11039922, ECO:0000269|PubMed:11226336}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:11039922, ECO:0000269|PubMed:11964478, ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:11039922, ECO:0000269|PubMed:11964478}.
P0AES0	70532	b2988 JW2956	SUBUNIT: Homodimer. {ECO:0000269|PubMed:17124497, ECO:0000269|PubMed:7775463}.	
P0AES2	49141	b2787 JW2758	SUBUNIT: Homodimer. {ECO:0000269|PubMed:10769114, ECO:0000269|PubMed:11513584}.	
P0AES4	96964	b2231 JW2225	SUBUNIT: Heterotetramer, composed of two GyrA and two GyrB chains (PubMed:9148951, PubMed:12051842). In the heterotetramer, GyrA contains the active site tyrosine that forms a transient covalent intermediate with the DNA, while GyrB binds cofactors and catalyzes ATP hydrolysis (PubMed:12051842, PubMed:18642932, PubMed:19965760, PubMed:9148951). Can form a 2:2 complex with toxin CcdB in which GyrA is inactive; rejuvenation of GyrA(2)CcdB(2) is effected by CcdA (PubMed:15854646, PubMed:1324324, PubMed:8254658, PubMed:8604132). {ECO:0000269|PubMed:12051842, ECO:0000269|PubMed:1324324, ECO:0000269|PubMed:15854646, ECO:0000269|PubMed:18642932, ECO:0000269|PubMed:19965760, ECO:0000269|PubMed:8254658, ECO:0000269|PubMed:8604132, ECO:0000269|PubMed:9148951}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01897}.
P0AES6	89950	b3699 JW5625	SUBUNIT: Heterotetramer, composed of two GyrA and two GyrB chains (PubMed:9148951, PubMed:12051842). In the heterotetramer, GyrA contains the active site tyrosine that forms a transient covalent intermediate with the DNA, while GyrB binds cofactors and catalyzes ATP hydrolysis (PubMed:12051843, PubMed:18642932, PubMed:20675723, PubMed:19965760). {ECO:0000255|HAMAP-Rule:MF_01898, ECO:0000269|PubMed:12051842, ECO:0000269|PubMed:12051843, ECO:0000269|PubMed:18642932, ECO:0000269|PubMed:19965760, ECO:0000269|PubMed:20675723, ECO:0000269|PubMed:9148951}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01898}.
P0AES9	11858	b3510 JW3478	SUBUNIT: Homodimer at neutral pH. Dissociates into monomer at pH 4. Changes from a highly ordered form at pH above 3.1 to a highly disordered form at pH below 2.5 that is essential for its chaperone activity. {ECO:0000269|PubMed:10623550}.	SUBCELLULAR LOCATION: Periplasm {ECO:0000255|HAMAP-Rule:MF_00946, ECO:0000269|PubMed:17085547}.
P0AET2	12043	b3509 JW5669	SUBUNIT: Homodimer at neutral pH. Dissociates into monomers at acidic pH. {ECO:0000269|PubMed:17085547, ECO:0000269|PubMed:22138344}.	SUBCELLULAR LOCATION: Periplasm {ECO:0000255|HAMAP-Rule:MF_00947, ECO:0000269|PubMed:17085547}.
P0AET8	26779	b1619 JW1611	SUBUNIT: Homotetramer. {ECO:0000269|PubMed:2007545, ECO:0000269|PubMed:8672472}.	
P0AEU7	17688	b0178 JW0173	SUBUNIT: Homotrimer. Interacts with OmpA. Interacts with PhoE during its translocation across the inner membrane, but, in contrast to OmpA, release of PhoE from the inner membrane is not dependent on skp. Interacts also with LamB, OmpC and OmpF. {ECO:0000269|PubMed:15101556, ECO:0000269|PubMed:15304217, ECO:0000269|PubMed:15361861}.	SUBCELLULAR LOCATION: Periplasm {ECO:0000269|PubMed:1838129, ECO:0000269|PubMed:8730870}.
P0AEV1	37302	b1235 JW1223	SUBUNIT: Binds to RpoS with a stoichiometry of 1:1. Interacts with the anti-adapter proteins IraP, IraD and IraM. {ECO:0000255|HAMAP-Rule:MF_00958, ECO:0000269|PubMed:10339606, ECO:0000269|PubMed:10672187, ECO:0000269|PubMed:11442836, ECO:0000269|PubMed:16600914, ECO:0000269|PubMed:18383615, ECO:0000269|PubMed:24352426}.	
P0AEV9	17057	b2717 JW2687	SUBUNIT: Monomer. {ECO:0000269|PubMed:19720045}.	
P0AEW6	48449	b0477 JW0466	SUBUNIT: Homodimer. {ECO:0000269|PubMed:10879466}.	
P0AEW9	33756	b2168 JW2155	SUBUNIT: Homodimer. {ECO:0000269|Ref.6}.	
P0AEX7	32982	b3457 JW3422		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P0AEX9	43388	b4034 JW3994	SUBUNIT: The complex is composed of two ATP-binding proteins (MalK), two transmembrane proteins (MalG and MalF) and a solute-binding protein (MalE). {ECO:0000269|PubMed:2026607, ECO:0000269|PubMed:2155217}.	SUBCELLULAR LOCATION: Periplasm {ECO:0000269|PubMed:4215651}.
P0AEY3	30412	b2781 JW2752	SUBUNIT: Homodimer. Interacts with Era. {ECO:0000269|PubMed:12218018, ECO:0000269|PubMed:18353782}.	
P0AEY5	21891	b3028 JW2996	SUBUNIT: Homodimer. {ECO:0000250|UniProtKB:P0AEY7}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:8611590}.
P0AEY8	44321	b0842 JW0826	SUBUNIT: Monomer. {ECO:0000269|PubMed:17407265}.	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P0AEZ1	33103	b3941 JW3913	SUBUNIT: Homotetramer. {ECO:0000269|PubMed:10201405, ECO:0000269|PubMed:16114881, ECO:0000269|PubMed:16605249, ECO:0000269|PubMed:9922232}.	
P0AEZ3	29614	b1175 JW1164	SUBUNIT: Interacts with MinC and FtsZ.	SUBCELLULAR LOCATION: Cell inner membrane; Peripheral membrane protein.
P0AF06	34186	b1889 JW1878	SUBUNIT: Each stator complex is composed of 4 MotA and 2 MotB subunits; in E.coli 11 to 12 stator complexes can be involved in flagellar rotation. 2 A subunits and 1 B subunit are thought to form a single ion channel, so that each stator complex contains two channels.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:2447650}; Single-pass type II membrane protein {ECO:0000269|PubMed:2447650}. Note=The OmpA-like domain probably functions to anchor the complex to the cell wall.
P0AF12	24354	b0159 JW0155	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_01684, ECO:0000269|PubMed:11591349, ECO:0000269|PubMed:12496243, ECO:0000269|PubMed:15749708, ECO:0000269|PubMed:16109423}.	
P0AF16	55267	b1069 JW1056		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_02078, ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:23935042}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_02078, ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:23935042}.
P0AF18	40949	b0677 JW0663	SUBUNIT: Homotetramer. {ECO:0000269|PubMed:16630633, ECO:0000269|PubMed:17567047, ECO:0000269|PubMed:17567048, ECO:0000269|PubMed:9143339}.	
P0AF24	27163	b0675 JW0661	SUBUNIT: Monomer. {ECO:0000269|PubMed:16430214}.	
P0AF28	23927	b1221 JW1212		
P0AF32	26018	b1465 JW1460	SUBUNIT: Dimer of heterotrimers each composed of an alpha, a beta and a gamma chain. Alpha and beta are catalytic chains; gamma chains are involved in binding the enzyme complex to the cytoplasmic membrane.	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P0AF36	9635	b3928 JW3899	SUBUNIT: Homodimer. The ends of the coiled-coil dimer bind to each other, forming polymers. Interacts with FtsZ. {ECO:0000269|PubMed:18394147}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:18394147}. Note=Localizes to the septum at mid-cell, in a FtsZ-like pattern.
P0AF52	45711	b4064 JW4025		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:24214977}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:24214977}.
P0AF61	11468	b4128 JW4089	SUBUNIT: Monomer. {ECO:0000269|PubMed:22941047}.	
P0AF67	16853	b4168 JW4126	SUBUNIT: Homodimer. Interacts with TsaB. {ECO:0000269|PubMed:19376873, ECO:0000269|PubMed:22378793}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19376873}.
P0AF90	15603	b4255 JW4212	SUBUNIT: Interacts with the C-terminal region of Rne. {ECO:0000255|HAMAP-Rule:MF_01888, ECO:0000269|PubMed:16771842}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01888}.
P0AF93	13612	b4243 JW5755	SUBUNIT: Homotrimer. {ECO:0000269|PubMed:10595546}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P0AFA2	67084	b1222 JW1213		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
P0AFA7	56728	b1186 JW1175		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01599, ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01599}.
P0AFB1	33621	b3163 JW3132	SUBUNIT: Homodimer. Interacts with Prc and IbpB. {ECO:0000269|PubMed:15047720, ECO:0000269|PubMed:15634341}.	SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor.
P0AFB5	38556	b3869 JW3840		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:15157101}.
P0AFB8	52255	b3868 JW3839	SUBUNIT: Homodimer. Phosphorylation of the N-terminal receiver domain leads to the formation of oligomers (PubMed:1350679). Can also form phosphorylation-independent oligomers (PubMed:15208307). {ECO:0000269|PubMed:1350679, ECO:0000269|PubMed:15208307}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P0AFC0	17306	b1865 JW1854		
P0AFC3	16457	b2288 JW2283	SUBUNIT: NDH-1 is composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01394, ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01394, ECO:0000269|PubMed:15919996}.
P0AFC7	25056	b2287 JW5875	SUBUNIT: NDH-1 is composed of 13 different subunits. Subunits NuoB, CD, E, F, and G constitute the peripheral sector of the complex.	SUBCELLULAR LOCATION: Cell inner membrane; Peripheral membrane protein; Cytoplasmic side.
P0AFD1	18590	b2285 JW2280	SUBUNIT: Composed of 13 different subunits. Subunits NuoCD, E, F, and G constitute the peripheral sector of the complex.	
P0AFD4	36219	b2282 JW2277	SUBUNIT: NDH-1 is composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P0AFD6	20538	b2281 JW2276	SUBUNIT: NDH-1 is composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex (By similarity). {ECO:0000250}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}.
P0AFE0	19875	b2280 JW2275	SUBUNIT: Composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P0AFE4	10845	b2279 JW2274	SUBUNIT: NDH-1 is composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P0AFE8	56525	b2277 JW2272	SUBUNIT: Composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P0AFF0	52044	b2276 JW2271	SUBUNIT: NDH-1 is composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P0AFF2	43476	b2393 JW2389		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:8022285}; Multi-pass membrane protein {ECO:0000255}.
P0AFF4	46389	b2964 JW2932		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_02049, ECO:0000269|PubMed:15513740, ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:3311747, ECO:0000269|PubMed:33640454}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_02049, ECO:0000269|PubMed:33640454}.
P0AFF6	54871	b3169 JW3138	SUBUNIT: Monomer. Binds directly to the core enzyme of the DNA-dependent RNA polymerase (RNAP) (PubMed:6263495, PubMed:1856861). Interacts with nascent RNA (PubMed:7536848). Interacts with the termination Rho factor (PubMed:6096352). Interacts with the phage lambda N protein (PubMed:6154941). Interacts with SuhB via the AR2 domain, crystallizes as a 2:1 SuhB:NusA heterotrimer. The rRNA transcription and antitermination complex (rrnTAC) consists of RNAP, NusA, NusB, NusE (rpsJ), NusG, SubB, ribosomal protein S4, DNA and precursor rRNA; S4 is more flexible than other subunits (PubMed:31020314, PubMed:31127279). NusG and the alpha-CTD of RNAP interact with the AR2 domain (PubMed:31127279). {ECO:0000255|HAMAP-Rule:MF_00945, ECO:0000269|PubMed:1856861, ECO:0000269|PubMed:31020314, ECO:0000269|PubMed:31127279, ECO:0000269|PubMed:6096352, ECO:0000269|PubMed:6154941, ECO:0000269|PubMed:6263495, ECO:0000269|PubMed:7536848}.; SUBUNIT: (Microbial infection) Interacts (via N-terminus and AR2 domain) with Escherichia phage lambda antitermination protein Q; this interaction (AR2 domain) releases the autoinhibition of NusA. {ECO:0000269|PubMed:32313022}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00945, ECO:0000269|PubMed:17272300}. Note=Colocalizes with nucleoids.
P0AFG3	105062	b0726 JW0715	SUBUNIT: Homodimer (PubMed:17367808). Part of the 2-oxoglutarate dehydrogenase (OGDH) complex composed of E1 (2-oxoglutarate dehydrogenase), E2 (dihydrolipoamide succinyltransferase) and E3 (dihydrolipoamide dehydrogenase); the complex contains multiple copies of the three enzymatic components (E1, E2 and E3) (Probable). Interacts (via N-terminus) with SucB, the E2 component of OGDH complex (PubMed:17367808). {ECO:0000269|PubMed:17367808, ECO:0000305|PubMed:17367808}.	
